timestamp,position_x,position_y,heading_radians,heading_degrees,heading_label,steps,last_step_length_m,crossings,distance_m,filtered_accel,active_threshold,motion_magnitude,accel_x,accel_y,accel_z,user_accel_x,user_accel_y,user_accel_z,user_accel_magnitude,gyro_x,gyro_y,gyro_z,gyro_magnitude,tilt_gyro_magnitude,mag_x,mag_y,mag_z,geomagnetic_rotation_azimuth,game_rotation_azimuth,activity_recognition_granted,step_source,step_confidence,seconds_since_prev_step,heading_change_since_prev_step,heading_change_rate_since_prev_step,recent_step_interval_mean,recent_step_interval_std,filtered_to_user_accel_ratio,accel_to_gyro_ratio,phone_flat,imu_step_detected
2026-04-17T14:33:03.841079,0.000000,0.000000,0.000000,90.000,E,0,0.000000,0,0.000000,0.590899,1.140899,0.590899,0.749385,8.626308,4.529830,-0.031814,0.261544,-0.528908,0.590899,0.244957,0.048258,-0.048258,0.254287,0.249665,-20.211000,-30.365002,-22.584002,NaN,-0.415529,true,Self-supervised model,0.121076,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.323752,false,false
2026-04-17T14:33:03.848620,0.000000,0.000000,-0.000292,90.017,E,0,0.000000,0,0.000000,0.600914,1.141299,0.653495,0.636858,8.774749,4.448427,-0.125578,0.360468,-0.530423,0.653495,0.244957,0.048258,-0.048258,0.254287,0.249665,-20.211000,-30.365002,-22.584002,NaN,-0.416988,true,Self-supervised model,0.127264,0.000000,0.000000,0.000000,0.000000,0.000000,0.919540,2.569914,false,false
2026-04-17T14:33:03.856382,0.000000,0.000000,-0.000367,90.021,E,0,0.000000,0,0.000000,0.617677,1.142355,0.705682,0.577003,8.918402,4.376601,-0.160483,0.452268,-0.517384,0.705682,0.244957,0.048258,-0.048258,0.254287,0.249665,-20.211000,-30.365002,-22.584002,NaN,-0.416196,true,Self-supervised model,0.134431,0.000000,0.000000,0.000000,0.000000,0.000000,0.875291,2.775145,false,false
2026-04-17T14:33:03.864655,0.000000,0.000000,-0.000074,90.004,E,0,0.000000,0,0.000000,0.628079,1.143784,0.682690,0.524330,9.035717,4.419696,-0.183518,0.523427,-0.398008,0.682690,0.244957,0.048258,-0.048258,0.254287,0.249665,-20.211000,-30.365002,-22.584002,NaN,-0.414429,true,Self-supervised model,0.129345,0.000000,0.000000,0.000000,0.000000,0.000000,0.920007,2.684725,false,false
2026-04-17T14:33:03.872407,0.000000,0.000000,0.000741,89.958,E,0,0.000000,0,0.000000,0.623152,1.144958,0.597285,0.402226,9.066842,4.826711,-0.262408,0.535276,0.037029,0.597285,0.053145,0.400117,-0.029322,0.404694,0.403631,-20.211000,-30.365002,-22.584002,NaN,-0.411528,true,Self-supervised model,0.116581,0.000000,0.000000,0.000000,0.000000,0.000000,1.043307,1.475893,false,false
2026-04-17T14:33:03.880938,0.000000,0.000000,0.002351,89.865,E,0,0.000000,0,0.000000,0.605772,1.145391,0.514528,0.569820,9.042900,4.867412,-0.078515,0.499097,0.097350,0.514528,0.118508,0.256563,-0.006109,0.282677,0.282611,-20.211000,-30.365002,-22.584002,NaN,-0.406738,true,Self-supervised model,0.120730,0.000000,0.000000,0.000000,0.000000,0.000000,1.177335,1.820199,false,false
2026-04-17T14:33:03.888651,0.000000,0.000000,0.003699,89.788,E,0,0.000000,0,0.000000,0.591720,1.145244,0.517947,0.670376,9.074024,4.788404,0.023630,0.515480,0.044626,0.517947,0.172264,0.118508,-0.026267,0.210734,0.209091,-20.211000,-30.365002,-22.584002,NaN,-0.406436,true,Self-supervised model,0.119982,0.000000,0.000000,0.000000,0.000000,0.000000,1.142433,2.457822,false,false
2026-04-17T14:33:03.897227,0.000000,0.000000,0.004472,89.744,E,0,0.000000,0,0.000000,0.585895,1.144870,0.555314,0.706290,9.119514,4.795586,0.056240,0.546984,0.077583,0.555314,0.222355,0.004887,-0.051313,0.228251,0.222409,-20.211000,-30.365002,-22.584002,NaN,-0.407965,true,Self-supervised model,0.117838,0.000000,0.000000,0.000000,0.000000,0.000000,1.055071,2.432906,false,false
2026-04-17T14:33:03.904778,0.000000,0.000000,0.004788,89.726,E,0,0.000000,0,0.000000,0.574573,1.144058,0.515132,0.792481,9.059659,4.838682,0.129146,0.479827,0.135824,0.515132,0.266337,-0.082467,-0.062919,0.285824,0.278812,-20.211000,-30.365002,-22.584002,NaN,-0.409479,true,Self-supervised model,0.117078,0.000000,0.000000,0.000000,0.000000,0.000000,1.115391,1.802271,false,false
2026-04-17T14:33:03.913105,0.000000,0.000000,0.004568,89.738,E,0,0.000000,0,0.000000,0.542610,1.142000,0.374807,0.945710,8.858546,4.747702,0.248199,0.275147,0.056312,0.374807,0.307265,-0.171653,-0.065973,0.358091,0.351961,-20.211000,-30.365002,-22.584002,NaN,-0.411841,true,Self-supervised model,0.140007,0.000000,0.000000,0.000000,0.000000,0.000000,1.447708,1.046680,false,false
