timestamp,position_x,position_y,heading_radians,heading_degrees,heading_label,steps,last_step_length_m,crossings,distance_m,filtered_accel,active_threshold,motion_magnitude,accel_x,accel_y,accel_z,user_accel_x,user_accel_y,user_accel_z,user_accel_magnitude,gyro_x,gyro_y,gyro_z,gyro_magnitude,tilt_gyro_magnitude,mag_x,mag_y,mag_z,geomagnetic_rotation_azimuth,game_rotation_azimuth,activity_recognition_granted,step_source,step_confidence,seconds_since_prev_step,heading_change_since_prev_step,heading_change_rate_since_prev_step,recent_step_interval_mean,recent_step_interval_std,filtered_to_user_accel_ratio,accel_to_gyro_ratio,phone_flat,imu_step_detected
2026-04-17T14:08:56.010347,0.000000,0.000000,0.000000,90.000,E,0,0.000000,0,0.000000,2.219754,2.769754,2.219754,0.363919,5.801151,4.829105,0.859086,-1.056999,-1.752722,2.219754,0.530231,-0.072082,0.090408,0.542692,0.535108,55.884003,-84.858002,29.086000,NaN,-0.146337,true,Learned classifier,0.183055,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.090267,false,false
2026-04-17T14:08:56.018372,0.000000,0.000000,-0.002345,90.134,E,0,0.000000,0,0.000000,2.160710,2.767393,1.850729,0.471658,5.966351,5.080496,0.665658,-0.922766,-1.459658,1.850729,0.542448,-0.084299,-0.032987,0.549950,0.548960,55.884003,-84.858002,29.086000,NaN,-0.158063,true,Learned classifier,0.177993,0.000000,0.000000,0.000000,0.000000,0.000000,1.167491,3.365270,false,false
2026-04-17T14:08:56.028762,0.000000,0.000000,-0.005058,90.290,E,0,0.000000,0,0.000000,2.088672,2.762244,1.710469,0.399832,6.160281,5.317522,0.334724,-0.947393,-1.384237,1.710469,0.582155,-0.134390,-0.172875,0.621973,0.597465,55.884003,-84.858002,29.086000,NaN,-0.162246,true,Learned classifier,0.176946,0.000000,0.000000,0.000000,0.000000,0.000000,1.221110,2.750070,false,false
2026-04-17T14:08:56.034813,0.000000,0.000000,-0.006556,90.376,E,0,0.000000,0,0.000000,2.041293,2.755406,1.792557,0.126893,6.184223,5.343858,0.045530,-1.054752,-1.448684,1.792557,0.666454,-0.244957,-0.341474,0.787889,0.710046,55.884003,-84.858002,29.086000,NaN,-0.158882,true,Learned classifier,0.172845,0.000000,0.000000,0.000000,0.000000,0.000000,1.138761,2.275138,false,false
2026-04-17T14:08:56.050333,0.000000,0.000000,-0.003441,90.197,E,0,0.000000,0,0.000000,2.056273,2.749441,2.134914,-0.160412,6.121974,5.231331,-0.341881,-1.184807,-1.742759,2.134914,0.747088,-0.339641,-0.429438,0.926236,0.820669,55.884003,-84.858002,29.086000,NaN,-0.137321,true,Learned classifier,0.169458,0.000000,0.000000,0.000000,0.000000,0.000000,0.963164,2.304934,false,false
2026-04-17T14:08:56.053211,0.000000,0.000000,0.002855,89.836,E,0,0.000000,0,0.000000,2.125489,2.746482,2.488877,-0.653617,6.076484,4.841076,-0.527145,-1.314552,-2.046601,2.488877,0.747088,-0.339641,-0.429438,0.926236,0.820669,55.884003,-84.858002,29.086000,NaN,-0.118295,true,Learned classifier,0.149466,0.000000,0.000000,0.000000,0.000000,0.000000,0.853996,2.687085,false,false
2026-04-17T14:08:56.061529,0.000000,0.000000,0.012831,89.265,E,0,0.000000,0,0.000000,2.236495,2.748083,2.819276,-0.960075,6.028600,4.438850,-0.692449,-1.472237,-2.302466,2.819276,0.747088,-0.339641,-0.429438,0.926236,0.820669,55.884003,-84.858002,29.086000,NaN,-0.093604,true,Learned classifier,0.150841,0.000000,0.000000,0.000000,0.000000,0.000000,0.793287,3.043797,false,false
2026-04-17T14:08:56.069267,0.000000,0.000000,0.028120,88.389,E,0,0.000000,0,0.000000,2.438549,2.757702,3.499328,-1.288081,5.963956,4.062960,-1.023870,-1.951611,-2.718125,3.499328,0.747088,-0.339641,-0.429438,0.926236,0.820669,55.884003,-84.858002,29.086000,NaN,-0.057061,true,Learned classifier,0.156653,0.000000,0.000000,0.000000,0.000000,0.000000,0.696862,3.778008,false,false
2026-04-17T14:08:56.077359,0.000000,0.000000,0.048668,87.212,E,0,0.000000,0,0.000000,2.574484,2.772373,3.288143,-1.869871,5.576096,3.509900,-1.036932,-1.548697,-2.708910,3.288143,0.747088,-0.339641,-0.429438,0.926236,0.820669,55.884003,-84.858002,29.086000,NaN,-0.015478,true,Learned classifier,0.157022,0.000000,0.000000,0.000000,0.000000,0.000000,0.782960,3.550003,false,false
2026-04-17T14:08:56.085179,0.000000,0.000000,0.074119,85.753,E,0,0.000000,0,0.000000,2.596823,2.787351,2.714108,-2.149993,6.102820,3.323152,-1.045863,-0.705678,-2.403034,2.714108,0.747088,-0.339641,-0.429438,0.926236,0.820669,55.884003,-84.858002,29.086000,NaN,0.029586,true,Learned classifier,0.156857,0.000000,0.000000,0.000000,0.000000,0.000000,0.956787,2.930254,false,false
2026-04-17T14:08:56.092979,0.000000,0.000000,0.103045,84.096,E,0,0.000000,0,0.000000,2.518291,2.798588,2.105992,-2.418144,7.101202,3.371036,-0.930978,0.004871,-1.889037,2.105992,0.747088,-0.339641,-0.429438,0.926236,0.820669,55.884003,-84.858002,29.086000,NaN,0.072416,true,Learned classifier,0.156599,0.000000,0.000000,0.000000,0.000000,0.000000,1.195774,2.273709,false,false
2026-04-17T14:08:56.100999,0.000000,0.000000,0.132251,82.423,E,0,0.000000,0,0.000000,2.380519,2.803866,1.657218,-2.516306,7.963115,3.617639,-0.457066,-0.192486,-1.581269,1.657218,0.747088,-0.339641,-0.429438,0.926236,0.820669,55.884003,-84.858002,29.086000,NaN,0.102735,true,Learned classifier,0.160176,0.000000,0.000000,0.000000,0.000000,0.000000,1.436455,1.789195,false,false
2026-04-17T14:08:56.108888,0.000000,0.000000,0.158683,80.908,E,0,0.000000,0,0.000000,2.280463,2.804930,1.755170,-2.161964,7.879318,3.720589,0.153995,-0.714569,-1.595713,1.755170,0.680504,-0.821003,0.210749,1.086990,1.066364,55.884003,-84.858002,29.086000,NaN,0.118078,true,Learned classifier,0.154869,0.000000,0.000000,0.000000,0.000000,0.000000,1.299283,1.614707,false,false
2026-04-17T14:08:56.117112,0.000000,0.000000,0.180926,79.634,E,0,0.000000,0,0.000000,2.218153,2.803459,1.891024,-1.570596,7.453150,3.550601,0.480764,-0.994279,-1.535007,1.891024,0.608422,-0.543059,0.139277,0.827338,0.815531,55.884003,-84.858002,29.086000,NaN,0.123560,true,Learned classifier,0.154860,0.000000,0.000000,0.000000,0.000000,0.000000,1.172990,2.285672,false,false
2026-04-17T14:08:56.125197,0.000000,0.000000,0.199311,78.580,E,0,0.000000,0,0.000000,2.161799,2.799792,1.865943,-1.209072,7.256825,3.488352,0.510298,-0.996264,-1.492915,1.865943,0.521068,-0.340863,0.061697,0.625704,0.622655,55.884003,-84.858002,29.086000,NaN,0.126514,true,Learned classifier,0.157426,0.000000,0.000000,0.000000,0.000000,0.000000,1.158556,2.982148,false,false
2026-04-17T14:08:56.133151,0.000000,0.000000,0.214625,77.703,E,0,0.000000,0,0.000000,2.106763,2.794071,1.817826,-1.137246,7.335834,3.409343,0.439079,-1.048156,-1.418827,1.817826,0.428217,-0.133169,0.005498,0.448479,0.448445,55.884003,-84.858002,29.086000,NaN,0.129544,true,Learned classifier,0.161425,0.000000,0.000000,0.000000,0.000000,0.000000,1.158947,4.053312,false,false
2026-04-17T14:08:56.141217,0.000000,0.000000,0.227212,76.982,E,0,0.000000,0,0.000000,2.073725,2.787257,1.900272,-1.177947,7.354988,3.371036,0.440041,-1.214734,-1.393492,1.900272,0.372628,0.029932,-0.018937,0.374307,0.373828,55.884003,-84.858002,29.086000,NaN,0.131222,true,Learned classifier,0.163378,0.000000,0.000000,0.000000,0.000000,0.000000,1.091278,5.076769,false,false
2026-04-17T14:08:56.149786,0.000000,0.000000,0.237333,76.402,E,0,0.000000,0,0.000000,2.041210,2.779415,1.870508,-1.149217,7.249643,3.296816,0.439687,-1.243730,-1.326126,1.870508,0.337198,0.115454,-0.038485,0.358487,0.356415,55.884003,-84.858002,29.086000,NaN,0.131481,true,Learned classifier,0.163763,0.000000,0.000000,0.000000,0.000000,0.000000,1.091260,5.217787,false,false
2026-04-17T14:08:56.157051,0.000000,0.000000,0.245572,75.930,E,0,0.000000,0,0.000000,1.998726,2.770188,1.775685,-1.120486,7.275979,3.272874,0.405858,-1.164585,-1.277528,1.775685,0.307876,0.104458,-0.058032,0.330253,0.325114,55.884003,-84.858002,29.086000,NaN,0.132193,true,Learned classifier,0.165846,0.000000,0.000000,0.000000,0.000000,0.000000,1.125609,5.376745,false,false
2026-04-17T14:08:56.165112,0.000000,0.000000,0.253246,75.490,E,0,0.000000,0,0.000000,1.934299,2.758752,1.596057,-1.127669,7.410054,3.227384,0.268755,-0.974939,-1.234772,1.596057,0.256563,0.013439,-0.092241,0.272972,0.256915,55.884003,-84.858002,29.086000,NaN,0.137604,true,Learned classifier,0.173626,0.000000,0.000000,0.000000,0.000000,0.000000,1.211923,5.846963,false,false
2026-04-17T14:08:56.172944,0.000000,0.000000,0.261593,75.012,E,0,0.000000,0,0.000000,1.841858,2.744076,1.356540,-1.256956,7.656657,3.162740,0.100104,-0.759360,-1.119622,1.356540,0.194255,-0.108734,-0.137445,0.261628,0.222617,56.002003,-96.041008,33.566002,NaN,0.148647,true,Learned classifier,0.170294,0.000000,0.000000,0.000000,0.000000,0.000000,1.357761,5.184997,false,false
2026-04-17T14:08:56.182008,0.000000,0.000000,0.268980,74.589,E,0,0.000000,0,0.000000,1.732570,2.725616,1.158809,-1.441309,7.924808,3.167529,-0.081131,-0.520818,-1.031991,1.158809,0.130114,-0.204640,-0.177762,0.300677,0.242502,56.002003,-96.041008,33.566002,NaN,0.152192,true,Learned classifier,0.176532,0.000000,0.000000,0.000000,0.000000,0.000000,1.495130,3.854004,false,false
2026-04-17T14:08:56.189178,0.000000,0.000000,0.275638,74.207,E,0,0.000000,0,0.000000,1.611426,2.703049,0.975419,-1.628057,8.166622,3.246537,-0.247719,-0.346877,-0.877356,0.975419,0.076358,-0.239459,-0.205251,0.324498,0.251339,56.002003,-96.041008,33.566002,NaN,0.155934,true,Learned classifier,0.175447,0.000000,0.000000,0.000000,0.000000,0.000000,1.652034,3.005930,false,false
2026-04-17T14:08:56.197917,0.000000,0.000000,0.281722,73.859,E,0,0.000000,0,0.000000,1.488078,2.676450,0.840499,-1.800440,8.341399,3.397372,-0.362443,-0.343156,-0.676253,0.840499,0.020159,-0.216246,-0.226020,0.313455,0.217184,56.002003,-96.041008,33.566002,NaN,0.159719,true,Learned classifier,0.178210,0.000000,0.000000,0.000000,0.000000,0.000000,1.770468,2.681405,false,false
2026-04-17T14:08:56.205074,0.000000,0.000000,0.287336,73.537,E,0,0.000000,0,0.000000,1.366624,2.646057,0.728995,-1.922544,8.343793,3.598485,-0.337821,-0.509830,-0.396716,0.728995,-0.029322,-0.148440,-0.243124,0.286363,0.151308,56.002003,-96.041008,33.566002,NaN,0.163454,true,Learned classifier,0.177088,0.000000,0.000000,0.000000,0.000000,0.000000,1.874670,2.545702,false,false
2026-04-17T14:08:56.214246,0.000000,0.000000,0.292595,73.236,E,0,0.000000,0,0.000000,1.266411,2.612871,0.740292,-1.908179,8.173804,3.881001,-0.254231,-0.691618,-0.071158,0.740292,-0.059865,-0.079412,-0.266337,0.284299,0.099449,56.002003,-96.041008,33.566002,NaN,0.167297,true,Learned classifier,0.181572,0.000000,0.000000,0.000000,0.000000,0.000000,1.710692,2.603924,false,false
2026-04-17T14:08:56.222126,0.000000,0.000000,0.297614,72.948,E,0,0.000000,0,0.000000,1.217797,2.579068,0.962572,-1.838747,7.987057,4.211401,-0.323041,-0.863062,0.278051,0.962572,-0.065973,-0.043982,-0.282220,0.293147,0.079290,56.002003,-96.041008,33.566002,NaN,0.171353,true,Learned classifier,0.167456,0.000000,0.000000,0.000000,0.000000,0.000000,1.265149,3.283584,false,false
2026-04-17T14:08:56.230242,0.000000,0.000000,0.302421,72.673,E,0,0.000000,0,0.000000,1.202055,2.545987,1.119411,-1.924938,7.809886,4.565742,-0.446431,-0.950306,0.388198,1.119411,-0.081856,0.101404,-0.266948,0.297060,0.130319,56.002003,-96.041008,33.566002,NaN,0.175310,true,Learned classifier,0.165402,0.000000,0.000000,0.000000,0.000000,0.000000,1.073828,3.768305,false,false
2026-04-17T14:08:56.238406,0.000000,0.000000,0.306961,72.412,E,0,0.000000,0,0.000000,1.184900,2.513544,1.094836,-2.068590,7.716512,4.680665,-0.385562,-0.757672,0.689885,1.094836,-0.058643,0.295048,-0.226631,0.376635,0.300819,56.002003,-96.041008,33.566002,NaN,0.178785,true,Learned classifier,0.163039,0.000000,0.000000,0.000000,0.000000,0.000000,1.082263,2.906889,false,false
2026-04-17T14:08:56.250524,0.000000,0.000000,0.311192,72.170,E,0,0.000000,0,0.000000,1.185944,2.482440,1.191423,-2.032677,7.903260,4.984728,-0.183348,-0.723720,0.928495,1.191423,0.047647,0.363465,-0.156382,0.398538,0.366575,56.002003,-96.041008,33.566002,NaN,0.181781,true,Learned classifier,0.165088,0.000000,0.000000,0.000000,0.000000,0.000000,0.995401,2.989488,false,false
2026-04-17T14:08:56.253913,0.000000,0.000000,0.315097,71.946,E,0,0.000000,0,0.000000,1.204600,2.453326,1.302548,-1.855506,7.934384,5.219360,0.011715,-0.847961,0.988664,1.302548,0.166766,0.329867,-0.094073,0.381409,0.369626,56.002003,-96.041008,33.566002,NaN,0.184377,true,Learned classifier,0.147812,0.000000,0.000000,0.000000,0.000000,0.000000,0.924803,3.415091,false,false
2026-04-17T14:08:56.261087,0.000000,0.000000,0.318766,71.736,E,0,0.000000,0,0.000000,1.209589,2.425577,1.235780,-1.680730,7.812280,5.267244,0.076183,-0.845305,0.898224,1.235780,0.296270,0.204640,-0.066584,0.366178,0.360074,56.002003,-96.041008,33.566002,NaN,0.187105,true,Learned classifier,0.162874,0.000000,0.000000,0.000000,0.000000,0.000000,0.978806,3.374802,false,false
2026-04-17T14:08:56.269,0.000000,0.000000,0.322375,71.529,E,0,0.000000,0,0.000000,1.183801,2.397906,1.048412,-1.630451,7.821857,5.157111,0.003728,-0.719280,0.762752,1.048412,0.399506,0.044593,-0.073915,0.408726,0.401987,56.002003,-96.041008,33.566002,NaN,0.190478,true,Learned classifier,0.164157,0.000000,0.000000,0.000000,0.000000,0.000000,1.129137,2.565074,false,false
