timestamp,position_x,position_y,heading_radians,heading_degrees,heading_label,steps,last_step_length_m,crossings,distance_m,filtered_accel,active_threshold,motion_magnitude,accel_x,accel_y,accel_z,user_accel_x,user_accel_y,user_accel_z,user_accel_magnitude,gyro_x,gyro_y,gyro_z,gyro_magnitude,tilt_gyro_magnitude,mag_x,mag_y,mag_z,geomagnetic_rotation_azimuth,game_rotation_azimuth,activity_recognition_granted,step_source,step_confidence,seconds_since_prev_step,heading_change_since_prev_step,heading_change_rate_since_prev_step,recent_step_interval_mean,recent_step_interval_std,filtered_to_user_accel_ratio,accel_to_gyro_ratio,phone_flat,imu_step_detected
2026-04-17T15:05:19.093921,0.000000,0.000000,0.000000,90.000,E,0,0.000000,0,0.000000,0.087169,1.100000,0.087169,-1.120486,1.125275,9.758766,0.022255,0.020247,0.081812,0.087169,-0.002443,0.001222,0.000611,0.002799,0.002732,4.827000,-17.384001,-46.519001,NaN,-0.193162,true,Self-supervised model,0.125228,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,true,false
2026-04-17T15:05:19.102126,0.000000,0.000000,-0.000001,90.000,E,0,0.000000,0,0.000000,0.089972,1.100000,0.104692,-1.175553,1.118092,9.775525,-0.032723,0.013247,0.098560,0.104692,-0.002443,0.001222,0.000611,0.002799,0.002732,4.827000,-17.384001,-46.519001,NaN,-0.193169,true,Self-supervised model,0.136256,0.000000,0.000000,0.000000,0.000000,0.000000,0.859401,0.000000,true,false
2026-04-17T15:05:19.109708,0.000000,0.000000,-0.000004,90.000,E,0,0.000000,0,0.000000,0.083916,1.100000,0.052117,-1.125275,1.113304,9.725247,0.017645,0.008642,0.048272,0.052117,-0.002443,0.001222,0.000611,0.002799,0.002732,4.827000,-17.384001,-46.519001,NaN,-0.193176,true,Self-supervised model,0.168505,0.000000,0.000000,0.000000,0.000000,0.000000,1.610126,0.000000,true,false
2026-04-17T15:05:19.118638,0.000000,0.000000,-0.000008,90.000,E,0,0.000000,0,0.000000,0.088509,1.100000,0.112623,-1.149217,1.125275,9.787497,-0.006208,0.020797,0.110512,0.112623,-0.002443,0.001222,0.000611,0.002799,0.002732,4.827000,-17.384001,-46.519001,NaN,-0.193183,true,Self-supervised model,0.147015,0.000000,0.000000,0.000000,0.000000,0.000000,0.785887,0.000000,true,false
2026-04-17T15:05:19.126515,0.000000,0.000000,-0.000012,90.001,E,0,0.000000,0,0.000000,0.109317,1.100000,0.218563,-1.158794,1.134852,9.892841,-0.015696,0.030557,0.215846,0.218563,-0.002443,0.001222,0.000611,0.002799,0.002732,4.827000,-17.384001,-46.519001,NaN,-0.193190,true,Self-supervised model,0.214789,0.000000,0.000000,0.000000,0.000000,0.000000,0.500165,0.000000,true,false
2026-04-17T15:05:19.133647,0.000000,0.000000,-0.000017,90.001,E,0,0.000000,0,0.000000,0.097809,1.100000,0.037391,-1.149217,1.110910,9.713276,-0.006030,0.006799,0.036270,0.037391,-0.002443,0.001222,0.000611,0.002799,0.002732,4.827000,-17.384001,-46.519001,NaN,-0.193198,true,Self-supervised model,0.196239,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,true,false
2026-04-17T15:05:19.141702,0.000000,0.000000,-0.000022,90.001,E,0,0.000000,0,0.000000,0.089145,1.100000,0.043657,-1.156399,1.110910,9.718064,-0.013123,0.006983,0.041048,0.043657,-0.002443,0.001222,0.000611,0.002799,0.002732,4.827000,-17.384001,-46.519001,NaN,-0.193205,true,Self-supervised model,0.183671,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,true,false
2026-04-17T15:05:19.149862,0.000000,0.000000,-0.000028,90.002,E,0,0.000000,0,0.000000,0.091380,1.100000,0.103115,-1.154005,1.132457,9.775525,-0.010837,0.028528,0.098495,0.103115,0.001833,-0.004887,0.001833,0.005532,0.005219,4.827000,-17.384001,-46.519001,NaN,-0.193212,true,Self-supervised model,0.133150,0.000000,0.000000,0.000000,0.000000,0.000000,0.886198,0.000000,true,false
2026-04-17T15:05:19.157736,0.000000,0.000000,-0.000035,90.002,E,0,0.000000,0,0.000000,0.107054,1.100000,0.189342,-1.175553,1.130063,9.861717,-0.032769,0.026209,0.184634,0.189342,0.000611,-0.001833,0.001222,0.002286,0.001932,4.827000,-17.384001,-46.519001,NaN,-0.193224,true,Self-supervised model,0.197639,0.000000,0.000000,0.000000,0.000000,0.000000,0.565399,0.000000,true,false
2026-04-17T15:05:19.166741,0.000000,0.000000,-0.000042,90.002,E,0,0.000000,0,0.000000,0.114153,1.100000,0.151426,-1.192312,1.125275,9.818622,-0.049302,0.021363,0.141572,0.151426,0.000000,0.006109,-0.000611,0.006139,0.006109,4.827000,-17.384001,-46.519001,NaN,-0.193231,true,Self-supervised model,0.155308,0.000000,0.000000,0.000000,0.000000,0.000000,0.753858,0.000000,true,false
2026-04-17T15:05:19.173812,0.000000,0.000000,-0.000049,90.003,E,0,0.000000,0,0.000000,0.117737,1.100000,0.136553,-1.185130,1.113304,9.806650,-0.041937,0.009598,0.129599,0.136553,-0.001833,0.002443,0.001222,0.003290,0.003054,4.827000,-17.384001,-46.519001,NaN,-0.193239,true,Self-supervised model,0.138112,0.000000,0.000000,0.000000,0.000000,0.000000,0.862212,0.000000,true,false
